StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q8,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q19_18_TEXT,Q20,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q28,Q29,Q30,Q31,Q32,Q33,Q35,Q36
2017-05-24 08:18:55,2017-05-24 08:18:56,Survey Test,,100,1,True,2017-05-24 08:18:56,R_bqJjGfY8oZwKhP7,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Disagree moderately,Very positive,Negative,Negative,Very negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly negative,Negative,Positive,Slightly negative,Neither positive nor negative,Very negative,Slightly positive,Slightly negative,Very negative,5,6,3,2,6,2,6,Extremely uncharacteristic of me (1),5,6,3,6,2,2,6,7,6,8,Never or definitely no (1),Never or definitely no (1),7,2,2,4,5,Always or definitely yes (9),2,6,5,111,Female,Post-graduate degree,Yes,20,Work for an employer,Military,,,Other (Write in:),Purus morbi. Montes atque eget? Facilisis! Ullamcorper viverra erat suscipit.,Monthly (at least once a month),84,2,Married,39874,"Yes, born in this country",1 day,2 days,1 day,On a mobile device,2,Yes,55630,3,No,No,
2017-05-24 08:18:56,2017-05-24 08:18:56,Survey Test,,100,0,True,2017-05-24 08:18:56,R_3K5ZAMtKVlDMcwl,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Neither agree nor disagree,Disagree moderately,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree moderately,Agree a little,Agree a little,Very positive,Negative,Slightly positive,Very positive,Very negative,Slightly negative,Very positive,Slightly negative,Slightly negative,Negative,Negative,Slightly negative,Neither positive nor negative,Positive,Very negative,Positive,5,5,3,2,2,4,2,6,5,6,3,3,4,2,7,5,8,2,2,Always or definitely yes (9),2,6,Never or definitely no (1),3,7,Never or definitely no (1),4,Always or definitely yes (9),Always or definitely yes (9),37,Other,High school,No,,,,Retired,,Buddhism,,Weekly (at least once a week),6,66,Single/Never been married,81807,"Yes, born in this country",4 days,2 days,1 day,Other,2,Yes,64379,11,Yes,No,
2017-05-24 08:18:57,2017-05-24 08:18:57,Survey Test,,100,0,True,2017-05-24 08:18:57,R_08oiVKcS26jPUyx,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree strongly,Disagree a little,Agree moderately,Neither positive nor negative,Very negative,Negative,Negative,Very positive,Very negative,Slightly negative,Very positive,Slightly negative,Positive,Very positive,Positive,Very negative,Neither positive nor negative,Negative,Positive,3,2,4,5,2,Extremely characteristic of me (7),6,3,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),4,2,5,Extremely characteristic of me (7),2,Always or definitely yes (9),5,3,7,3,6,3,Always or definitely yes (9),8,5,3,8,Always or definitely yes (9),3,18,Female,Some college,Yes,23,Work for an employer,Sales or retail,,,Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism,,Do not regularly attend religious services,80,85,Separated,20060,"Yes, born in this country",3 days,4 days,7 days,On a mobile device,7,Yes,63914,14,Yes,No,
2017-05-24 08:18:57,2017-05-24 08:18:57,Survey Test,,100,0,True,2017-05-24 08:18:57,R_eFqClVUC1FWayQ5,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree moderately,Disagree a little,Agree a little,Neither agree nor disagree,Disagree moderately,Disagree moderately,Disagree moderately,Agree strongly,Disagree strongly,Neither positive nor negative,Very positive,Negative,Negative,Neither positive nor negative,Slightly positive,Very negative,Very negative,Slightly negative,Slightly negative,Negative,Positive,Slightly positive,Positive,Neither positive nor negative,Very negative,4,3,6,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),3,3,2,Always or definitely yes (9),2,3,Always or definitely yes (9),7,7,4,5,3,Always or definitely yes (9),Always or definitely yes (9),Never or definitely no (1),7,4,Always or definitely yes (9),139,Female,Some college,No,,,,Student,,Mormon/Latter-Day Saints,,Monthly (at least once a month),42,35,Single/Never been married,11521,"Yes, born in this country",4 days,5 days,5 days,"On a computer or tablet at a public place (e.g., library)",15,Yes,32238,15,No,Yes,12
2017-05-24 08:18:57,2017-05-24 08:18:58,Survey Test,,100,1,True,2017-05-24 08:18:58,R_9sICwu4tU6wLJaJ,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree moderately,Agree strongly,Agree strongly,Agree moderately,Agree strongly,Agree moderately,Neither positive nor negative,Slightly negative,Very negative,Positive,Positive,Slightly negative,Positive,Positive,Very negative,Very positive,Very negative,Slightly positive,Positive,Negative,Very positive,Neither positive nor negative,5,4,Extremely characteristic of me (7),5,5,4,3,Extremely characteristic of me (7),6,4,Extremely characteristic of me (7),4,4,Extremely characteristic of me (7),5,4,8,5,2,8,5,5,Never or definitely no (1),7,7,Never or definitely no (1),8,6,7,112,Female,Elementary school,No,,,,"Other, please list",Nibh porttitor. Elementum potenti ullamcorper turpis ac phasellus mattis donec morbi cras.,Islam/Muslim (Shiite),,Weekly (at least once a week),14,60,Separated,50261,"No, not born in this country",1 day,5 days,3 days,Other,0,No,,,No,Yes,13
2017-05-24 08:18:58,2017-05-24 08:18:58,Survey Test,,100,0,True,2017-05-24 08:18:58,R_55ruQj1IFPPDUod,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree moderately,Agree a little,Positive,Slightly positive,Positive,Negative,Negative,Very negative,Negative,Positive,Slightly positive,Very positive,Negative,Slightly positive,Negative,Negative,Very negative,Positive,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,3,Extremely characteristic of me (7),6,4,4,2,5,4,3,3,Never or definitely no (1),Never or definitely no (1),5,7,2,8,2,3,4,8,4,7,8,124,Other,Elementary school,No,,,,Disabled,,Mormon/Latter-Day Saints,,Weekly (at least once a week),92,63,Single/Never been married,53234,"No, not born in this country",1 day,1 day,4 days,On a computer or tablet at school,4,Yes,42827,11,No,Yes,8
2017-05-24 08:18:59,2017-05-24 08:18:59,Survey Test,,100,0,True,2017-05-24 08:18:59,R_ctExRvtwMDvwzVH,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Disagree moderately,Positive,Positive,Slightly positive,Slightly negative,Slightly positive,Very negative,Slightly negative,Neither positive nor negative,Negative,Very positive,Neither positive nor negative,Negative,Very positive,Very negative,Slightly positive,Slightly positive,Extremely uncharacteristic of me (1),5,2,2,Extremely characteristic of me (7),4,Extremely characteristic of me (7),6,2,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),6,5,Extremely uncharacteristic of me (1),Never or definitely no (1),Always or definitely yes (9),6,2,7,6,Never or definitely no (1),Never or definitely no (1),Always or definitely yes (9),4,3,Always or definitely yes (9),Never or definitely no (1),4,3,120,Other,None,Yes,17,Self-employed,Farmer or rancher,,,Other (Write in:),Aliquet primis fermentum? Commodo atque amet. Gravida consequat sit egestas cras? Viverra purus facilisis.,Annually (at least once a year),67,52,Separated,69820,"Yes, born in this country",5 days,6 days,4 days,"On a computer or tablet at a public place (e.g., library)",12,No,,,No,Yes,13
2017-05-24 08:18:59,2017-05-24 08:19:00,Survey Test,,100,1,True,2017-05-24 08:19:00,R_8qUSgmOINSInXxz,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Agree a little,Disagree a little,Agree a little,Agree a little,Slightly negative,Neither positive nor negative,Very negative,Very positive,Negative,Neither positive nor negative,Positive,Slightly positive,Negative,Very negative,Very positive,Positive,Positive,Very negative,Neither positive nor negative,Positive,Extremely uncharacteristic of me (1),5,2,4,6,Extremely characteristic of me (7),5,5,Extremely characteristic of me (7),5,4,6,5,Extremely uncharacteristic of me (1),Never or definitely no (1),8,8,8,6,8,7,3,4,6,8,3,5,2,8,37,Male,High school,No,,,,Retired,,Chinese Traditional Religion/Confucianism,,Annually (at least once a year),67,93,"Domestic partnership/Living with partner ",55165,"Yes, born in this country",2 days,Less than once a week,7 days,On a computer or tablet at home,0,Yes,93759,14,No,Yes,13
2017-05-24 08:19:00,2017-05-24 08:19:00,Survey Test,,100,0,True,2017-05-24 08:19:00,R_e9YPeMUS4xwUKEd,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree moderately,Agree moderately,Neither agree nor disagree,Disagree strongly,Disagree moderately,Agree strongly,Agree strongly,Disagree strongly,Disagree moderately,Disagree a little,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Very positive,Positive,Very positive,Very positive,Slightly negative,Very positive,Negative,Very negative,Very positive,Slightly positive,Slightly positive,Negative,Extremely characteristic of me (7),3,Extremely characteristic of me (7),3,3,5,2,3,Extremely uncharacteristic of me (1),4,2,5,4,Extremely characteristic of me (7),3,7,Never or definitely no (1),7,5,Never or definitely no (1),6,2,Always or definitely yes (9),8,7,5,5,Never or definitely no (1),2,137,Prefer not to answer,High school,No,,,,Retired,,No Religion/Atheist/Agnostic,,,49,48,Separated,4055,"Yes, born in this country",7 days,6 days,5 days,On a computer or tablet at school,10,No,,,No,No,
2017-05-24 08:19:00,2017-05-24 08:19:01,Survey Test,,100,1,True,2017-05-24 08:19:01,R_3eIMdax1elZJanj,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree moderately,Disagree strongly,Agree a little,Disagree moderately,Disagree strongly,Positive,Negative,Slightly negative,Very positive,Positive,Neither positive nor negative,Negative,Very negative,Very positive,Very negative,Positive,Negative,Slightly positive,Slightly positive,Slightly positive,Positive,4,3,2,3,Extremely uncharacteristic of me (1),6,3,2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),6,5,3,4,6,2,4,8,7,7,4,Never or definitely no (1),Always or definitely yes (9),Always or definitely yes (9),2,Never or definitely no (1),2,Always or definitely yes (9),24,Female,None,Yes,23,Work for an employer,Secretarial or clerical,,,Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism,,Monthly (at least once a month),23,5,Divorced,72037,"Yes, born in this country",7 days,5 days,6 days,On a computer or tablet at home,5,No,,,Yes,Yes,15
2017-05-24 08:19:01,2017-05-24 08:19:01,Survey Test,,100,0,True,2017-05-24 08:19:01,R_6DrV7UnmZXTun3v,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Disagree strongly,Agree strongly,Disagree a little,Agree a little,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree moderately,Slightly positive,Very positive,Slightly negative,Neither positive nor negative,Positive,Neither positive nor negative,Neither positive nor negative,Very positive,Slightly positive,Slightly positive,Neither positive nor negative,Slightly positive,Slightly negative,Negative,Negative,Very negative,5,2,Extremely uncharacteristic of me (1),6,5,4,3,3,5,Extremely uncharacteristic of me (1),3,6,6,4,8,7,7,Never or definitely no (1),Never or definitely no (1),3,8,Never or definitely no (1),Always or definitely yes (9),6,Always or definitely yes (9),Never or definitely no (1),Always or definitely yes (9),4,4,2,Female,College degree,No,,,,Homemaker (including stay-at-home parents),,Roman Catholic,,Annually (at least once a year),79,19,Married,38196,"No, not born in this country",7 days,Less than once a week,Never,On a mobile device,3,No,,,Yes,No,
2017-05-24 08:19:02,2017-05-24 08:19:02,Survey Test,,100,0,True,2017-05-24 08:19:02,R_0jgTkgqkDo3YBVz,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree moderately,Disagree strongly,Agree strongly,Disagree a little,Disagree moderately,Neither agree nor disagree,Disagree a little,Agree moderately,Agree strongly,Slightly negative,Positive,Negative,Positive,Positive,Very negative,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Negative,Neither positive nor negative,Negative,Slightly positive,Very negative,2,5,4,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),5,5,Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),2,4,4,6,2,3,8,Always or definitely yes (9),4,6,2,2,8,2,8,Never or definitely no (1),28,Female,Elementary school,Yes,5,Self-employed,Other,,,Mormon/Latter-Day Saints,,Weekly (at least once a week),61,37,Widowed,4377,"Yes, born in this country",6 days,4 days,6 days,On a computer or tablet at school,14,Yes,14963,3,Yes,Yes,7
2017-05-24 08:19:02,2017-05-24 08:19:03,Survey Test,,100,1,True,2017-05-24 08:19:03,R_86RT5HHwFS8YVLL,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Very negative,Neither positive nor negative,Very positive,Neither positive nor negative,Slightly negative,Very positive,Very negative,Slightly negative,Neither positive nor negative,Very negative,Slightly positive,Very negative,Positive,Very negative,Negative,Slightly positive,6,5,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),4,Extremely characteristic of me (7),3,3,2,3,4,Extremely uncharacteristic of me (1),Always or definitely yes (9),3,4,6,Never or definitely no (1),6,5,Always or definitely yes (9),8,Always or definitely yes (9),2,3,Never or definitely no (1),5,7,144,Female,College degree,No,,,,Retired,,Other Non-Christian Religion,,Weekly (at least once a week),54,11,Married,2573,"Yes, born in this country",7 days,3 days,5 days,"On a computer or tablet at a public place (e.g., library)",5,Yes,44285,16,Yes,Yes,12
2017-05-24 08:19:03,2017-05-24 08:19:03,Survey Test,,100,0,True,2017-05-24 08:19:03,R_2oE6QoK6i4qZiYd,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Disagree a little,Agree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Very positive,Positive,Negative,Slightly negative,Neither positive nor negative,Very negative,Very positive,Positive,Negative,Negative,Positive,Negative,Slightly positive,Very positive,Very positive,Neither positive nor negative,4,6,3,3,4,Extremely characteristic of me (7),3,5,2,6,3,6,2,4,7,Always or definitely yes (9),2,8,5,5,6,Never or definitely no (1),4,3,2,7,2,6,5,32,Other,High school,Yes,3,Self-employed,Service or labor,,,Buddhism,,Annually (at least once a year),30,57,Divorced,85735,"No, not born in this country",4 days,6 days,7 days,On a computer or tablet at work,19,Yes,39678,18,No,Yes,8
